X,Y,OBJECTID,ticket_number,issued_date,location,description,status,amount
,,14094,230901019,2023/03/16 09:47:00+00,200 MONTGOMERY ST,NONE/ONE LICENSE PLATE/ALL VTL402-1,Paid In Full,25
-8474123.76761199,5317160.00078523,14095,23501643,2023/03/16 09:48:00+00,900 ACKERMAN AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
,,14096,230100954,2023/03/16 09:50:00+00,200 MADISON ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25
,,14097,231501789,2023/03/16 09:51:00+00,200 PROSPECT AVE,PRKD 12 IN FROM CURB/ALL CO15-301,Issued,25
,,14098,231501787,2023/03/16 09:49:00+00,200 PROSPECT AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
,,14099,231501788,2023/03/16 09:50:00+00,200 PROSPECT AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
,,14100,230901020,2023/03/16 09:51:00+00,300 MONTGOMERY ST,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25
,,14101,230901021,2023/03/16 09:51:00+00,300 MONTGOMERY ST,PRKD BLOCKING DRVWY/ALL CO15-316 (A)2,Issued,60
,,14102,231501790,2023/03/16 09:52:00+00,200 PROSPECT AVE,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Issued,100
,,14103,231501791,2023/03/16 09:52:00+00,200 PROSPECT AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25
,,14104,230100955,2023/03/16 09:52:00+00,200 MADISON ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25
,,14105,231301275,2023/03/16 09:57:00+00,100 MARIPOSA ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25
-8473772.10936386,5316844.75598755,14106,23501644,2023/03/16 09:54:00+00,300 KENSINGTON PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,14107,231301274,2023/03/16 09:55:00+00,400 HIXSON AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
,,14108,230901022,2023/03/16 09:55:00+00,300 MONTGOMERY ST,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
,,14109,231301276,2023/03/16 09:57:00+00,100 MARIPOSA ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,14110,230100956,2023/03/16 09:57:00+00,700 STATE ST S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25
-8473814.18819521,5316914.6571731,14111,23501645,2023/03/16 09:58:00+00,136 BUCKINGHAM AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
-8473814.18819521,5316914.6571731,14112,23501646,2023/03/16 09:58:00+00,136 BUCKINGHAM AVE,LEFT WHEELS TO CURB/ALL CO15-301,Issued,25
,,14113,409927D,2023/03/09 13:40:00+00,200 CLINTON ST S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,25
,,14114,409984D,2023/03/08 10:40:00+00,600 STINARD AVE,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25
-8478661.26137678,5316781.70843512,14115,230901023,2023/03/16 09:57:00+00,300 ONONDAGA ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
,,14116,231501792,2023/03/16 10:02:00+00,800 TOWNSEND ST N,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,14117,409928D,2023/03/09 13:41:00+00,200 WILLOW ST,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Second Notice,25
-8478661.26137678,5316781.70843512,14118,230901024,2023/03/16 10:01:00+00,300 ONONDAGA ST E,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Adjudication Pending ,100
,,14119,231501793,2023/03/16 10:03:00+00,200 ASH ST,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Issued,25
,,14120,409914,2023/03/07 14:19:00+00,300 GRAVES ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,14121,231501794,2023/03/16 10:04:00+00,200 ASH ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25
,,14122,231501795,2023/03/16 10:04:00+00,200 ASH ST,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
-8478661.26137678,5316781.70843512,14123,230901025,2023/03/16 10:04:00+00,300 ONONDAGA ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
-8477199.52524623,5318437.53592686,14124,231501796,2023/03/16 10:06:00+00,600 SALINA ST N,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25
-8478661.26137678,5316781.70843512,14125,230901026,2023/03/16 10:04:00+00,300 ONONDAGA ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25
-8478661.26137678,5316781.70843512,14126,230901027,2023/03/16 10:04:00+00,300 ONONDAGA ST E,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Issued,100
-8477039.72606272,5318647.27672431,14127,230100957,2023/03/16 10:07:00+00,200 HARRISON ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25
-8477199.52524623,5318437.53592686,14128,231501797,2023/03/16 10:07:00+00,600 SALINA ST N,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25
,,14129,230901029,2023/03/16 10:10:00+00,200 JEFFERSON ST E,NONE/ONE LICENSE PLATE/ALL VTL402-1,Issued,25
,,14130,230901028,2023/03/16 10:08:00+00,200 JEFFERSON ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25
,,14131,230901030,2023/03/16 10:11:00+00,200 JEFFERSON ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25
-8477103.84609634,5318843.3131281,14132,230100958,2023/03/16 10:12:00+00,500 WARREN ST S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25
-8477199.52524623,5318437.53592686,14133,231501798,2023/03/16 10:09:00+00,600 SALINA ST N,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25
,,14134,231501799,2023/03/16 10:12:00+00,900 TOWNSEND ST N,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Issued,25
,,14135,230901031,2023/03/16 10:13:00+00,200 JEFFERSON ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
,,14136,23501647,2023/03/16 10:14:00+00,100 REDFIELD PL,LEFT WHEELS TO CURB/ALL CO15-301,Issued,25
,,14137,230701235,2023/03/16 10:17:00+00,700 IRVING AVE,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,25
,,14138,230901032,2023/03/16 10:14:00+00,200 JEFFERSON ST E,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,25
,,14139,230100959,2023/03/16 10:17:00+00,400 WARREN ST S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25
-8473719.00992931,5317809.71240169,14140,23501648,2023/03/16 10:17:00+00,700 MARYLAND AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,14141,230901033,2023/03/16 10:18:00+00,100 JEFFERSON ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
,,14142,230100961,2023/03/16 10:19:00+00,400 WARREN ST S,PARKED IN LOADING ZONE/ALL CO15-329,Issued,25
,,14143,230100960,2023/03/16 10:18:00+00,400 WARREN ST S,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,25
,,14144,230901034,2023/03/16 10:18:00+00,100 JEFFERSON ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25
-8473719.00992931,5317809.71240169,14145,23501650,2023/03/16 10:19:00+00,700 MARYLAND AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
,,14146,409929D,2023/03/09 13:42:00+00,200 CLINTON ST,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25
,,14147,230100962,2023/03/16 10:20:00+00,400 WARREN ST S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25
-8473719.00992931,5317809.71240169,14148,23501649,2023/03/16 10:19:00+00,700 MARYLAND AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
-8473799.15996706,5318040.00085864,14149,23501651,2023/03/16 10:24:00+00,100 TRINITY PL,LEFT WHEELS TO CURB/ALL CO15-301,Issued,25
,,14150,230100963,2023/03/16 10:25:00+00,100 BANK ALLEY,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25
,,14151,230100964,2023/03/16 10:25:00+00,100 BANK ALLEY,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Issued,60
,,14152,230901035,2023/03/16 10:24:00+00,200 BANK ALLEY,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25
,,14153,230901036,2023/03/16 10:24:00+00,200 BANK ALLEY,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Issued,60
,,14154,230901037,2023/03/16 10:26:00+00,200 BANK ALLEY,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25
,,14155,231301277,2023/03/16 10:26:00+00,100 BRYANT AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
,,14156,230901038,2023/03/16 10:26:00+00,200 BANK ALLEY,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Issued,60
,,14157,231501800,2023/03/16 10:26:00+00,500 TOWNSEND ST N,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25
,,14158,230100965,2023/03/16 10:26:00+00,100 BANK ALLEY,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25
,,14159,230100966,2023/03/16 10:26:00+00,100 BANK ALLEY,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Issued,60
,,14160,231501801,2023/03/16 10:27:00+00,500 TOWNSEND ST N,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25
,,14161,409986D,2023/03/08 10:47:00+00,200 STOLP AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,14162,409918D,2023/03/07 14:31:00+00,200 SEWARD ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,14163,409985D,2023/03/08 10:41:00+00,600 STINARD AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,60
,,14164,231501802,2023/03/16 10:27:00+00,500 TOWNSEND ST N,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25
-8476876.92134372,5320206.08621212,14165,231501803,2023/03/16 10:30:00+00,300 HICKORY ST,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Issued,25
,,14166,409919D,2023/03/07 14:34:00+00,100 ROSEWOOD ST,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25
,,14167,230701237,2023/03/16 10:30:00+00,100 CALTHROP AVE W,OBSTRUCTING TRAFFIC/ALL CO15-317,Issued,60
,,14168,230701236,2023/03/16 10:30:00+00,100 CALTHROP AVE W,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
-8476769.72062886,5319449.27025695,14169,409930D,2023/03/09 01:50:00+00,300 WASHINGTON ST,NO PERMIT/ALL TIMES CO15-365,Paid In Full,25
,,14170,409987D,2023/03/08 10:47:00+00,200 STOLP AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,14171,230701239,2023/03/16 10:31:00+00,100 CALTHROP AVE W,OBSTRUCTING TRAFFIC/ALL CO15-317,Issued,60
,,14172,230701238,2023/03/16 10:31:00+00,100 CALTHROP AVE W,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
-8480785.7382268,5318603.40894832,14173,231301278,2023/03/16 10:32:00+00,300 COLERIDGE AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
-8480293.81742129,5316780.33777271,14174,409988D,2023/03/08 10:50:00+00,200 MARKLAND AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8476769.72062886,5319449.27025695,14175,409931D,2023/03/09 13:52:00+00,300 WASHINGTON ST W,NO PERMIT/ALL TIMES CO15-365,Second Notice,25
-8476531.27427566,5320928.68336146,14176,409920D,2023/03/07 14:41:00+00,700 CATHERINE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8476769.72062886,5319449.27025695,14177,409933D,2023/03/09 13:56:00+00,300 WASHINGTON ST W,NO PERMIT/ALL TIMES CO15-365,Paid In Full,25
,,14178,230701241,2023/03/16 10:35:00+00,100 CALTHROP AVE W,OBSTRUCTING TRAFFIC/ALL CO15-317,Issued,60
,,14179,231301279,2023/03/16 10:35:00+00,100 WILLIS AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,14180,230701240,2023/03/16 10:35:00+00,100 CALTHROP AVE W,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,14181,409992D,2023/03/08 10:59:00+00,100 REED AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,14182,409989D,2023/03/08 10:55:00+00,200 REED AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,14183,231301280,2023/03/16 10:38:00+00,100 MILTON AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
,,14184,409993D,2023/03/08 11:00:00+00,100 REED AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,14185,231301281,2023/03/16 10:41:00+00,200 MILTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,14186,231501804,2023/03/16 10:40:00+00,300 SALINA ST N,PARKED IN LOADING ZONE/ALL CO15-329,Issued,25
,,14187,409994D,2023/03/08 11:01:00+00,100 REED AVE,LEFT WHEELS TO CURB/ALL CO15-301,Paid In Full,25
-8477291.19680058,5319070.88526748,14188,391339D,2023/03/08 18:42:00+00,400 SALINA ST S,NO STOPPING ANY TIME CO15-316 (A)14,Second Notice,25
,,14189,231501805,2023/03/16 10:41:00+00,300 SALINA ST N,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
,,14190,409995D,2023/03/08 11:03:00+00,100 REED AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,14191,231501806,2023/03/16 10:42:00+00,300 SALINA ST N,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
,,14192,231301282,2023/03/16 10:43:00+00,200 MILTON AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
,,14193,231501807,2023/03/16 10:45:00+00,100 SALT  ST,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
,,14194,231301283,2023/03/16 10:47:00+00,200 CAYUGA ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,14195,231501808,2023/03/16 10:46:00+00,100 SALT  ST,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25
,,14196,374261D,2023/03/08 11:17:00+00,710 LODI ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25
-8477291.19680058,5319070.88526748,14197,391340D,2023/03/08 18:44:00+00,400 SALINA ST S,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25
,,14198,415599D,2023/03/07 00:05:00+00,100 WEYMOUTH RD,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
-8473055.26749976,5318959.84032938,14199,387426D,2023/03/08 18:12:00+00,454 WESTMORELAND AVE,LEFT WHEELS TO CURB/ALL CO15-301,Second Notice,25
-8477231.08418952,5318644.53492912,14200,231501809,2023/03/16 10:50:00+00,500 SALINA ST N,NO PARKING ANY TIME CO15-316 (A)14,Issued,25
,,14201,409997D,2023/03/08 11:05:00+00,100 REED AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,14202,231301284,2023/03/16 10:50:00+00,400 CAYUGA ST,LEFT WHEELS TO CURB/ALL CO15-301,Issued,25
-8479017.92905898,5315407.10092379,14203,409998D,2023/03/08 11:14:00+00,100 COLUMBIA AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
-8481311.72285232,5320311.66147733,14204,231301285,2023/03/16 10:53:00+00,100 HERKIMER ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
-8477231.08418952,5318644.53492912,14205,231501810,2023/03/16 10:51:00+00,500 SALINA ST N,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
,,14206,409999D,2023/03/08 11:19:00+00,300 CHARMOUTH DR,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
-8475839.98021651,5310791.37916139,14207,415600D,2023/03/07 00:13:00+00,200 BRAMPTON RD,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,14208,231301287,2023/03/16 10:58:00+00,700 EMERSON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
-8477291.19680058,5319070.88526748,14209,231501811,2023/03/16 10:55:00+00,400 SALINA ST N,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Issued,25
,,14210,231301286,2023/03/16 10:55:00+00,700 EMERSON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,14211,231301288,2023/03/16 11:00:00+00,100 PHARIS ST,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
,,14212,410000D,2023/03/08 11:23:00+00,200 ARLINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,14213,23501652,2023/03/16 10:59:00+00,800 CROUSE AVE S,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
,,14214,231301289,2023/03/16 11:01:00+00,100 PHARIS ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,14215,231301290,2023/03/16 11:04:00+00,200 PHARIS ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,14216,231301291,2023/03/16 11:06:00+00,200 PHARIS ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,14217,231301292,2023/03/16 11:08:00+00,1000 MILTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,14218,231501813,2023/03/16 11:05:00+00,200 LAUREL ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
,,14219,23501653,2023/03/16 11:06:00+00,100 DELL ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,14220,23501654,2023/03/16 11:06:00+00,100 DELL ST,OBSTRUCTING TRAFFIC/ALL CO15-317,Issued,60
-8477291.19680058,5319070.88526748,14221,231501812,2023/03/16 10:56:00+00,400 SALINA ST N,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Issued,60
,,14222,23501655,2023/03/16 11:06:00+00,100 DELL ST,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
,,14223,231301293,2023/03/16 11:09:00+00,1000 MILTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,14224,231501814,2023/03/16 11:09:00+00,400 STATE ST N,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
,,14225,231501815,2023/03/16 11:10:00+00,400 STATE ST N,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25
,,14226,412141D,2023/03/16 10:22:00+00,200 CLINTON ST S,NO STANDING ANY TIME CO15-316 (A)14,Paid In Full,25
,,14227,23501656,2023/03/16 11:13:00+00,100 LEXINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
-8473341.80393535,5319131.20646115,14228,23501657,2023/03/16 11:16:00+00,300 ALLEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,14229,231301294,2023/03/16 11:17:00+00,1000 WILLIS AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
,,14230,231301295,2023/03/16 11:17:00+00,1000 WILLIS AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
-8475465.77973911,5320451.51623424,14231,231501816,2023/03/16 11:18:00+00,100 GREEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,14232,231301296,2023/03/16 11:19:00+00,1000 WILLIS AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8473341.80393535,5319131.20646115,14233,23501658,2023/03/16 11:16:00+00,300 ALLEN ST,OBSTRUCTING TRAFFIC/ALL CO15-317,Issued,60
,,14234,231301297,2023/03/16 11:21:00+00,1000 ESSEX ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,14235,230100968,2023/03/16 11:21:00+00,200 JEFFERSON ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
,,14236,230100967,2023/03/16 11:21:00+00,200 JEFFERSON ST E,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Issued,100
,,14237,23501659,2023/03/16 11:21:00+00,100 HARVARD PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,14238,411891D,2023/03/13 11:03:00+00,100 JASPER ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,14239,231301298,2023/03/16 11:23:00+00,700 AVERY AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,14240,23501660,2023/03/16 11:21:00+00,100 HARVARD PL,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,60
,,14241,231301299,2023/03/16 11:25:00+00,300 ERIE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,14242,231501818,2023/03/16 11:24:00+00,300 GREEN ST,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
,,14243,231501817,2023/03/16 11:24:00+00,300 GREEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,14244,395645D,2023/03/13 06:59:00+00,100 JASPER ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,14245,231301300,2023/03/16 11:27:00+00,200 ERIE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,14246,231501819,2023/03/16 11:29:00+00,200 BEECHER ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Void Approved,0
-8475993.7680754,5321296.17362426,14247,231501820,2023/03/16 11:31:00+00,200 GRAVES ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
-8473299.72515925,5317372.45428777,14248,23501662,2023/03/16 11:30:00+00,216 LENNOX AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
-8472969.6071476,5317236.75754104,14249,23501661,2023/03/16 11:27:00+00,1008 WESTMORELAND AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,14250,231301301,2023/03/16 11:31:00+00,100 MILTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,14251,397691D,2023/03/16 04:45:00+00,400 OAKWOOD AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
-8473299.72515925,5317372.45428777,14252,23501663,2023/03/16 11:31:00+00,216 LENNOX AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
,,14253,23501664,2023/03/16 11:36:00+00,600 KENSINGTON RD,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
-8480423.05933612,5316958.51701271,14254,231301302,2023/03/16 11:37:00+00,1600 BELLEVUE AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,14255,231501821,2023/03/16 11:37:00+00,500 LAUREL ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,14256,23501665,2023/03/16 11:38:00+00,600 KENSINGTON RD,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,14257,231501822,2023/03/16 11:38:00+00,500 LAUREL ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
-8475594.52081043,5319321.76925427,14258,230901039,2023/03/16 11:32:00+00,900 FAYETTE ST E,OBSTRUCTING TRAFFIC/ALL CO15-317,Issued,60
-8480423.05933612,5316958.51701271,14259,231301303,2023/03/16 11:38:00+00,1600 BELLEVUE AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8480423.05933612,5316958.51701271,14260,231301304,2023/03/16 11:39:00+00,1600 BELLEVUE AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
-8480423.05933612,5316958.51701271,14261,231301305,2023/03/16 11:39:00+00,1600 BELLEVUE AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,14262,231301306,2023/03/16 11:41:00+00,100 RIDER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
-8475594.52081043,5319321.76925427,14263,230901040,2023/03/16 11:32:00+00,900 FAYETTE ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,14264,231501823,2023/03/16 11:40:00+00,600 CATHERINE ST,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25
,,14265,231301308,2023/03/16 11:46:00+00,300 GRANT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,14266,231301307,2023/03/16 11:43:00+00,100 RIDER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,14267,231301310,2023/03/16 11:49:00+00,400 STOLP AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,14268,231301309,2023/03/16 11:47:00+00,300 GRANT AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
-8473353.826331,5317880.99153121,14269,23501666,2023/03/16 11:46:00+00,142 CLARKE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,14270,231301312,2023/03/16 11:57:00+00,200 OSWEGO ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,14271,231301311,2023/03/16 11:55:00+00,200 OSWEGO ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,60
,,14272,23501667,2023/03/16 12:02:00+00,100 CLARENDON ST,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25
,,14273,410690D,2023/03/06 09:43:00+00,100 FOREST AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
-8478863.64021935,5317982.42823354,14274,394840D,2023/03/06 15:52:00+00,100 DAVIS ST,PRKD ON GRASS/GROUND/ALL CO15-316(A),Second Notice,25
,,14275,381761D,2023/03/08 09:36:00+00,505 SALINA ST S,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Second Notice,100
-8476812.30036917,5319069.51433867,14276,381681D,2023/03/08 11:13:00+00,401 MONTGOMERY ST,OBSTRUCTING TRAFFIC/ALL CO15-317,Second Notice,60
,,14277,376602D,2023/03/04 13:01:00+00,100 LEA LANE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,14278,391218D,2023/03/07 06:23:00+00,150 BURNET AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,14279,391219D,2023/03/07 06:26:00+00,1400 BURNET AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,14280,391220D,2023/03/07 06:31:00+00,300 WINTON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
-8474521.5121417,5317471.14394834,14281,23501668,2023/03/16 12:42:00+00,300 EUCLID AVE,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,25
,,14282,391221D,2023/03/07 06:31:00+00,300 WINTON ST,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25
